danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
0.657,0.26,7,-14.251,1,0.0521,0.474,0.0,0.0656,0.378,119.358,4
0.585,0.371,1,-7.398,1,0.036,0.508,0.0,0.0957,0.625,127.289,4
0.589,0.369,5,-8.678,0,0.0321,0.855,0.0,0.352,0.529,132.953,4
0.675,0.868,1,-6.36,1,0.0392,0.00107,0.715,0.374,0.0376,128.007,4
0.593,0.914,1,-5.351,1,0.0363,0.00137,0.445,0.0714,0.0381,128.015,4
0.553,0.881,5,-4.035,0,0.049,0.128,0.9,0.373,0.069,150.033,4
0.516,0.621,7,-6.501,1,0.0281,0.564,4.31e-06,0.416,0.17,73.225,4
0.589,0.322,0,-10.116,1,0.0304,0.37,4.89e-06,0.224,0.229,114.969,3
0.677,0.8,0,-8.03,1,0.0501,0.547,2.38e-05,0.14,0.778,108.079,4
0.753,0.669,2,-7.39,1,0.0505,0.182,0.0774,0.442,0.66,159.994,4
0.679,0.159,11,-12.039,1,0.0522,0.365,0.00555,0.111,0.387,110.086,4
0.376,0.594,9,-6.609,1,0.096,0.000171,0.00178,0.0527,0.329,173.923,4
0.691,0.186,10,-13.672,0,0.0487,0.686,0.934,0.0762,0.548,86.383,4
0.589,0.742,7,-6.662,1,0.161,0.236,0.00597,0.425,0.205,89.954,4
0.561,0.652,0,-5.748,1,0.0504,0.338,0.742,0.171,0.384,87.025,4
0.701,0.346,7,-13.475,1,0.308,0.886,0.856,0.0944,0.678,80.952,4
0.683,0.154,10,-12.336,1,0.18,0.368,0.848,0.372,0.616,83.217,4
0.644,0.821,7,-5.543,1,0.0664,0.0109,0.481,0.0515,0.305,96.011,4
0.779,0.825,0,-1.59,1,0.0695,0.546,0.348,0.0979,0.341,92.998,4
0.695,0.303,4,-7.224,0,0.278,0.838,0.81,0.124,0.277,70.032,4
0.576,0.868,8,-5.338,0,0.0662,0.00803,0.799,0.0765,0.236,88.497,4
0.329,0.666,2,-5.853,0,0.118,0.0643,0.0,0.212,0.513,82.36,4
0.254,0.356,6,-6.798,1,0.0328,0.177,0.895,0.115,0.035,100.062,4
0.315,0.635,5,-11.883,0,0.0681,0.139,0.000244,0.128,0.933,190.508,4
0.547,0.43,2,-7.393,1,0.0667,0.848,0.613,0.0825,0.175,114.729,4
0.204,0.154,2,-25.379,1,0.0421,0.971,0.945,0.103,0.0389,114.21,3
0.662,0.835,7,-8.258,1,0.0323,0.00408,0.559,0.101,0.0874,105.005,4
0.612,0.548,5,-7.445,1,0.035,0.51,0.89,0.0887,0.632,74.998,4
0.673,0.637,5,-4.518,1,0.0429,0.137,0.0,0.184,0.678,123.98,4
0.683,0.53,5,-4.918,0,0.142,0.207,0.0,0.394,0.645,75.016,4
0.591,0.742,2,-5.791,1,0.0288,0.216,0.00237,0.192,0.774,140.001,4
0.534,0.698,9,-3.181,1,0.0291,0.254,0.0,0.0823,0.464,113.003,4
0.808,0.65,6,-9.351,1,0.0628,0.28,0.254,0.359,0.813,120.008,4
0.82,0.507,9,-9.783,1,0.0299,0.11,0.0,0.082,0.701,110.222,4
0.457,0.515,4,-4.31,1,0.0261,0.358,0.0,0.278,0.222,74.984,4
0.515,0.43,7,-9.935,1,0.0369,0.0102,0.000141,0.129,0.104,91.841,4
0.637,0.882,9,-3.034,1,0.0654,0.165,0.0,0.0981,0.552,128.027,4
0.39,0.326,7,-7.185,1,0.0273,0.833,0.0,0.104,0.117,157.928,4
0.292,0.359,5,-9.043,1,0.0328,0.697,1.85e-05,0.108,0.228,177.334,3
0.522,0.937,6,-4.084,0,0.0455,9e-06,0.0243,0.0603,0.747,102.492,4
0.348,0.949,11,-4.033,0,0.1,8.52e-05,0.000261,0.251,0.423,179.885,4
0.424,0.963,0,-4.315,1,0.09,0.000312,0.000318,0.377,0.436,163.031,4
0.852,0.869,2,-3.528,1,0.0757,0.106,4.49e-06,0.291,0.866,140.045,4
0.411,0.352,0,-7.838,1,0.0288,0.898,3.27e-06,0.141,0.263,143.563,4
0.656,0.459,0,-13.201,0,0.0267,0.831,0.0299,0.107,0.713,132.338,4
0.494,0.505,10,-7.809,0,0.0269,0.512,0.000729,0.113,0.281,135.147,4
0.273,0.926,9,-8.342,0,0.0917,0.000597,0.158,0.0963,0.198,144.84,4
0.592,0.662,7,-4.08,0,0.0269,0.156,8.83e-06,0.167,0.551,129.982,4
0.633,0.679,2,-4.02,1,0.028,0.336,0.00433,0.141,0.798,130.65,4
0.63,0.651,2,-7.652,1,0.0286,0.652,0.189,0.115,0.956,140.045,4
0.633,0.522,7,-11.05,1,0.0324,0.00749,0.00102,0.138,0.595,135.285,4
0.599,0.672,7,-5.254,1,0.0541,0.0341,1.24e-06,0.0939,0.467,125.315,4
0.578,0.612,0,-6.671,1,0.0594,0.592,1.19e-05,0.192,0.504,122.211,4
0.595,0.305,1,-8.081,0,0.0323,0.784,0.00099,0.108,0.0945,124.902,4
0.513,0.507,2,-9.483,1,0.034,0.259,1.11e-05,0.292,0.337,134.852,3
0.676,0.519,7,-9.663,1,0.11,0.545,0.000424,0.111,0.379,109.909,4
0.716,0.498,1,-7.635,1,0.0325,0.861,0.000592,0.122,0.448,124.971,4
0.582,0.542,7,-10.093,1,0.0361,0.022,0.0,0.655,0.96,150.021,4
0.895,0.885,0,-4.182,1,0.268,0.11,4.04e-05,0.106,0.633,134.973,4
0.42,0.929,7,-3.899,0,0.121,0.000353,0.000747,0.122,0.3,127.204,4
0.358,0.921,6,-2.467,0,0.0695,0.171,7.64e-06,0.358,0.476,139.256,4
0.942,0.773,5,-4.855,1,0.208,0.0378,0.0,0.0736,0.648,125.075,4
0.887,0.784,8,-5.598,1,0.199,0.0244,0.0,0.112,0.408,98.984,4
0.641,0.000138,10,-5.155,1,0.694,0.133,0.0,0.27,0.221,218.15,4
0.837,0.554,2,-10.165,1,0.109,0.734,5.6e-05,0.129,0.676,117.012,4
0.512,0.767,9,-5.76,1,0.0853,0.408,0.0495,0.176,0.757,91.507,4
0.532,0.501,0,-10.776,0,0.0344,0.596,0.00664,0.0645,0.263,152.165,4
0.449,0.47,9,-11.68,1,0.0374,0.931,0.898,0.0616,0.646,115.341,4
0.228,0.382,0,-9.683,0,0.0421,0.944,0.855,0.0902,0.194,71.575,4
0.333,0.835,4,-7.997,0,0.217,0.247,0.719,0.124,0.613,89.997,4
0.673,0.646,9,-10.598,1,0.0311,0.455,0.851,0.207,0.302,121.027,4
0.689,0.861,9,-9.494,1,0.188,0.169,4.18e-05,0.403,0.439,95.032,4
0.717,0.896,5,-6.011,0,0.103,0.013,0.326,0.084,0.864,120.044,4
0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,4
0.779,0.64,7,-8.415,1,0.159,0.000155,0.00077,0.101,0.498,99.019,4
0.699,0.917,0,-4.897,1,0.115,0.078,0.0,0.065,0.889,130.04,4
0.617,0.717,10,-7.858,0,0.153,0.00564,0.0,0.408,0.49,103.992,4
0.735,0.824,10,-4.143,0,0.036,0.615,0.0,0.158,0.726,100.202,4
0.858,0.609,1,-10.695,1,0.113,0.0542,9.04e-05,0.315,0.478,107.978,4
0.854,0.71,4,-6.32,0,0.0793,0.0113,8.72e-05,0.166,0.818,106.894,4
0.418,0.383,4,-11.782,1,0.0257,0.0718,0.0177,0.0896,0.352,87.773,4
0.448,0.359,7,-13.559,1,0.0288,0.78,0.671,0.0753,0.0773,80.912,4
0.531,0.816,7,-6.931,1,0.0432,0.0781,0.187,0.115,0.325,129.103,4
0.505,0.921,8,-4.46,1,0.0648,0.000328,0.0159,0.143,0.654,169.999,4
0.558,0.606,11,-8.725,0,0.0303,0.000297,0.858,0.224,0.146,125.25,4
0.777,0.764,1,-5.682,1,0.14,0.243,0.0,0.103,0.174,177.868,4
0.715,0.655,0,-6.425,1,0.137,0.0525,0.0,0.115,0.531,95.078,4
0.894,0.791,2,-4.699,1,0.112,0.0183,0.0,0.0388,0.583,105.018,4
0.819,0.768,8,-8.522,1,0.134,0.234,0.0,0.334,0.964,139.982,4
0.521,0.625,1,-7.47,1,0.067,0.0301,0.0,0.121,0.136,101.019,4
0.814,0.779,11,-3.271,1,0.235,0.175,0.000671,0.0605,0.544,93.43,4
0.405,0.8,6,-5.852,0,0.0295,0.0011,0.00089,0.09,0.716,94.582,3
0.614,0.979,9,-3.129,1,0.075,0.085,0.0,0.0576,0.611,112.974,4
0.714,0.325,10,-10.031,1,0.0269,0.804,0.0,0.113,0.423,96.005,4
0.394,0.584,2,-5.201,1,0.0276,0.0423,0.0,0.0885,0.536,103.33,3
0.789,0.198,1,-11.218,0,0.0515,0.738,0.0,0.219,0.401,124.928,4
0.518,0.522,3,-7.465,0,0.0376,0.566,0.000135,0.139,0.698,99.445,4
0.66,0.783,4,-5.354,1,0.0312,0.0985,1.4e-05,0.14,0.418,137.926,4
0.538,0.434,7,-5.428,0,0.0286,0.267,9.9e-05,0.125,0.209,139.941,4
0.736,0.755,2,-6.97,0,0.0334,0.636,2.29e-05,0.0805,0.843,101.016,4
0.837,0.658,3,-6.943,1,0.0419,0.458,0.000475,0.109,0.649,89.973,4
0.568,0.841,10,-5.059,0,0.0295,0.00577,1.95e-06,0.11,0.691,133.033,4
0.71,0.476,7,-8.501,0,0.0255,0.591,0.0,0.104,0.665,96.023,4
0.558,0.577,5,-6.69,0,0.0306,0.709,0.0,0.207,0.473,143.889,4
0.662,0.682,9,-6.792,1,0.0336,0.266,0.0,0.104,0.693,143.947,4
0.659,0.42,0,-10.347,1,0.0364,0.55,1.1e-06,0.0885,0.336,116.146,4
0.765,0.17,2,-14.97,1,0.043,0.872,0.0,0.0536,0.426,133.9,3
0.618,0.217,10,-15.372,1,0.0515,0.836,0.000163,0.538,0.0872,116.014,4
0.93,0.396,0,-10.88,1,0.0978,0.889,0.117,0.353,0.573,121.253,3
0.775,0.617,7,-6.166,1,0.0701,0.341,0.0,0.0985,0.485,100.048,4
0.454,0.407,11,-10.733,1,0.0739,0.582,0.774,0.117,0.242,81.401,3
0.803,0.338,0,-9.397,1,0.0415,0.426,0.00503,0.117,0.0723,119.989,4
0.458,0.378,2,-11.354,0,0.15,0.416,0.0919,0.0966,0.037,168.232,3
0.382,0.514,0,-6.768,1,0.0334,0.739,0.0,0.164,0.354,64.205,4
0.435,0.837,3,-8.126,1,0.449,0.00676,0.0,0.117,0.778,124.913,4
0.722,0.761,11,-4.459,0,0.0475,0.0117,0.0,0.315,0.624,128.044,4
0.6,0.81,0,-4.749,1,0.0479,0.00683,0.21,0.155,0.298,167.88,4
0.826,0.552,9,-7.486,1,0.093,0.014,0.0,0.136,0.386,126.979,4
0.496,0.476,2,-5.077,1,0.0266,0.293,0.0,0.0771,0.405,143.758,4
0.512,0.248,7,-8.379,1,0.0324,0.858,0.0,0.112,0.146,137.77,4
0.643,0.569,2,-4.401,1,0.0232,0.121,0.0,0.0752,0.62,91.966,4
0.538,0.536,6,-5.425,1,0.0276,0.601,0.0,0.223,0.426,77.987,4
0.568,0.751,0,-4.054,1,0.0252,0.0223,0.0,0.107,0.517,141.977,4
0.428,0.91,2,-4.222,1,0.0623,0.298,0.0,0.103,0.728,174.004,4
0.826,0.477,8,-8.334,1,0.0594,0.505,0.000846,0.0857,0.52,115.004,4
0.542,0.458,11,-6.404,0,0.131,0.0256,0.821,0.114,0.249,140.05,4
0.703,0.702,8,-9.257,1,0.404,0.021,1.04e-05,0.119,0.475,116.898,4
0.806,0.698,9,-9.424,1,0.0652,0.0111,0.932,0.104,0.558,126.004,4
0.785,0.913,11,-7.245,0,0.0643,0.00116,0.894,0.0886,0.707,125.001,4
0.761,0.695,4,-6.739,0,0.338,0.342,0.0156,0.116,0.409,118.026,4
0.813,0.915,10,-12.04,0,0.0497,0.00411,0.762,0.0627,0.166,122.001,4
0.897,0.349,6,-11.131,0,0.0499,0.0146,0.784,0.0737,0.129,119.995,4
0.262,0.531,11,-12.55,0,0.0572,0.221,0.817,0.173,0.0281,84.58,4
0.72,0.569,2,-8.491,1,0.0802,0.15,0.774,0.0704,0.505,119.994,4
0.381,0.184,0,-19.064,1,0.0509,0.763,0.91,0.0879,0.0372,122.575,4
0.559,0.502,9,-9.844,1,0.256,0.807,0.0346,0.347,0.362,90.333,4
0.381,0.335,3,-12.181,1,0.0475,0.962,0.478,0.68,0.238,111.682,4
0.884,0.469,10,-10.253,1,0.095,0.0113,0.0089,0.137,0.226,129.975,4
0.749,0.807,1,-10.479,1,0.044,0.26,0.898,0.0736,0.621,100.001,4
0.604,0.381,9,-7.786,1,0.262,0.392,0.00643,0.0729,0.32,159.954,4
0.39,0.39,2,-15.14,1,0.0529,0.744,0.0858,0.0771,0.0382,147.055,3
0.603,0.717,4,-5.437,0,0.0613,0.106,0.0727,0.315,0.236,125.991,4
0.639,0.884,7,-7.923,0,0.067,0.00803,0.0,0.111,0.488,135.002,4
0.502,0.288,8,-6.392,1,0.28,0.711,0.00039,0.0858,0.272,67.646,4
0.775,0.531,8,-13.274,1,0.0734,0.00391,0.448,0.0893,0.844,89.982,4
0.278,0.35,6,-12.865,0,0.0526,0.595,2.23e-05,0.0733,0.31,81.988,4
0.597,0.0262,7,-25.639,1,0.0518,0.982,0.872,0.101,0.206,120.294,3
0.553,0.0122,10,-17.783,1,0.17,0.995,0.948,0.0806,0.497,70.922,4
0.402,0.046,5,-22.779,1,0.033,0.979,0.513,0.0771,0.0967,104.425,4
0.509,0.0325,0,-22.982,1,0.0315,0.989,0.913,0.0926,0.177,87.127,4
0.358,0.0262,0,-25.829,0,0.0438,0.996,0.933,0.09,0.0939,70.5,4
0.228,0.166,9,-19.292,0,0.0483,0.974,0.863,0.0896,0.0706,68.143,5
0.201,0.149,0,-21.629,1,0.052,0.723,0.993,0.148,0.0354,73.763,4
0.592,0.784,2,-6.579,1,0.0482,0.341,0.0,0.193,0.916,92.004,4
0.195,0.873,11,-8.857,0,0.0711,7.2e-05,1.21e-06,0.0822,0.0961,89.398,4
0.711,0.322,4,-11.375,1,0.0515,0.739,0.857,0.109,0.722,98.018,4
0.583,0.758,4,-5.858,1,0.0417,0.451,0.759,0.0614,0.648,168.119,4
0.585,0.308,4,-9.282,1,0.0442,0.862,0.599,0.0851,0.407,128.76,4
0.633,0.893,4,-5.85,1,0.0351,0.673,0.841,0.263,0.968,111.166,4
0.602,0.723,2,-6.976,1,0.0321,0.592,0.792,0.0815,0.589,114.934,4
0.255,0.676,6,-5.856,1,0.0304,0.619,0.79,0.113,0.373,96.512,3
0.583,0.914,4,-4.957,1,0.0304,0.485,0.787,0.15,0.721,99.993,4
0.565,0.839,1,-6.243,1,0.0395,0.359,0.856,0.129,0.598,180.017,4
0.488,0.936,7,-5.129,1,0.0328,0.556,0.956,0.124,0.798,99.547,4
0.603,0.777,9,-3.849,1,0.032,0.755,0.84,0.217,0.861,126.887,4
0.472,0.957,9,-5.44,1,0.0359,0.0092,0.891,0.152,0.776,170.095,4
0.482,0.426,4,-9.739,1,0.0364,0.826,0.535,0.133,0.217,149.917,3
0.694,0.939,11,-5.479,0,0.0385,0.643,0.841,0.11,0.753,114.013,4
0.522,0.45,11,-11.884,1,0.0382,0.894,0.867,0.108,0.791,203.829,3
0.6,0.871,4,-6.14,1,0.0288,0.554,0.731,0.133,0.666,100.043,4
0.68,0.328,0,-10.002,1,0.0415,0.91,0.851,0.109,0.794,126.968,4
0.598,0.955,2,-5.987,1,0.0401,0.00287,0.897,0.307,0.743,117.068,4
0.613,0.913,4,-5.766,1,0.0482,0.4,0.931,0.0446,0.7,127.061,4
0.321,0.835,5,-5.854,1,0.0334,0.155,0.754,0.12,0.759,85.624,4
0.524,0.406,9,-20.786,1,0.0323,0.494,0.925,0.382,0.602,129.956,4
0.591,0.763,4,-3.84,1,0.0287,0.807,0.795,0.321,0.727,107.023,4
0.413,0.525,0,-10.498,0,0.0431,0.517,0.659,0.09,0.28,189.895,3
0.642,0.455,4,-10.321,1,0.0337,0.823,0.928,0.123,0.34,120.925,4
0.573,0.907,2,-4.844,1,0.0333,0.109,0.893,0.105,0.784,104.017,4
0.705,0.607,9,-6.597,1,0.03,0.735,0.366,0.331,0.789,121.152,4
0.661,0.764,3,-4.981,1,0.0292,0.443,0.841,0.176,0.716,116.107,4
0.613,0.89,11,-4.815,1,0.0325,0.558,0.796,0.14,0.632,110.012,4
0.628,0.909,7,-6.959,1,0.0579,0.494,0.94,0.103,0.597,126.996,4
0.681,0.612,6,-4.57,1,0.0298,0.764,0.778,0.122,0.699,123.944,4
0.661,0.794,11,-5.298,1,0.0305,0.0254,0.689,0.0628,0.848,127.016,4
0.564,0.486,7,-10.965,1,0.0476,0.635,0.546,0.404,0.58,164.904,4
0.69,0.912,7,-5.252,1,0.047,0.487,0.757,0.0964,0.87,125.032,4
0.562,0.851,10,-4.304,1,0.0244,0.445,0.868,0.138,0.702,95.979,4
0.532,0.344,4,-11.571,0,0.0487,0.703,0.495,0.076,0.275,137.111,4
0.553,0.947,9,-3.416,1,0.043,0.537,0.687,0.346,0.967,169.076,4
0.572,0.925,6,-5.777,1,0.0337,0.0353,0.865,0.236,0.914,123.051,4
0.527,0.708,7,-10.232,0,0.0353,0.564,0.938,0.163,0.588,179.12,4
0.661,0.635,9,-5.126,1,0.0453,0.794,0.507,0.203,0.45,114.841,4
0.624,0.701,4,-4.13,1,0.029,0.548,0.696,0.242,0.272,120.939,4
0.715,0.343,9,-13.9,1,0.0817,0.884,0.975,0.126,0.659,141.536,4
0.627,0.878,2,-8.487,1,0.0441,0.549,0.95,0.0906,0.918,106.003,4
0.697,0.548,7,-7.272,1,0.0353,0.825,0.871,0.194,0.633,117.969,4
0.648,0.875,6,-6.143,0,0.0403,0.0126,0.726,0.231,0.854,121.889,4
0.553,0.156,7,-18.422,1,0.0821,0.886,0.0406,0.159,0.321,136.112,4
0.851,0.378,11,-12.508,1,0.0514,0.424,0.944,0.125,0.866,118.052,4
0.649,0.871,0,-9.57,1,0.0396,0.569,0.867,0.117,0.93,109.024,4
0.582,0.78,1,-9.339,0,0.0289,0.654,0.93,0.197,0.889,99.059,4
0.529,0.246,0,-12.238,1,0.0267,0.965,0.886,0.115,0.174,74.081,1
0.658,0.847,1,-9.086,0,0.0298,0.0861,0.241,0.369,0.801,118.988,4
0.543,0.544,2,-10.24,1,0.0305,0.62,0.88,0.388,0.657,120.012,4
0.484,0.943,2,-5.158,1,0.0299,0.00779,0.197,0.318,0.924,159.997,4
0.595,0.739,4,-5.001,0,0.0291,0.775,0.911,0.277,0.641,104.973,3
0.477,0.856,9,-5.818,0,0.0325,0.715,0.661,0.111,0.952,169.898,4
0.7,0.62,6,-5.426,1,0.03,0.789,0.771,0.154,0.777,123.989,4
0.532,0.447,7,-9.98,1,0.0323,0.382,0.484,0.157,0.398,117.935,3
0.561,0.516,11,-12.243,1,0.0376,0.804,0.675,0.222,0.387,149.651,4
0.351,0.331,9,-17.455,1,0.0528,0.897,0.858,0.0843,0.287,121.387,4
0.483,0.588,2,-6.824,1,0.0362,0.649,0.879,0.0483,0.365,126.273,4
0.575,0.825,7,-7.061,1,0.0288,0.0966,0.903,0.0775,0.797,118.008,4
0.656,0.412,7,-11.223,0,0.0484,0.834,0.791,0.119,0.388,127.02,4
0.498,0.559,2,-10.151,1,0.038,0.452,0.616,0.108,0.878,173.983,4
0.582,0.817,7,-7.004,1,0.0327,0.174,0.796,0.0359,0.36,121.037,4
0.501,0.179,10,-14.83,1,0.0565,0.968,0.939,0.111,0.28,121.608,3
0.403,0.814,9,-4.427,1,0.0391,0.663,0.519,0.0716,0.827,202.058,4
0.412,0.898,2,-5.033,1,0.0325,0.529,0.0502,0.322,0.718,173.669,4
0.581,0.78,7,-5.078,1,0.0388,0.111,0.0229,0.113,0.609,160.077,4
0.414,0.9,2,-5.202,1,0.0328,0.547,0.00815,0.304,0.687,173.606,4
0.462,0.913,2,-6.361,1,0.0336,0.335,0.85,0.162,0.796,89.999,4
0.612,0.706,6,-8.264,0,0.0283,0.795,0.893,0.156,0.582,113.924,3
0.588,0.648,6,-10.56,1,0.0311,0.728,0.528,0.0974,0.88,95.974,4
0.555,0.892,2,-3.373,1,0.0354,0.356,0.774,0.301,0.469,117.719,3
0.6,0.802,7,-7.141,1,0.0334,0.194,0.801,0.0367,0.363,121.015,4
0.557,0.675,7,-12.092,1,0.0723,0.191,0.0197,0.367,0.487,160.066,4
0.337,0.629,9,-3.785,1,0.0329,0.779,0.795,0.129,0.418,118.926,3
0.568,0.674,11,-6.661,1,0.0323,0.233,0.818,0.0883,0.335,99.008,4
0.532,0.54,2,-8.894,1,0.0298,0.643,0.892,0.352,0.517,119.822,4
0.56,0.965,7,-3.241,1,0.0487,0.585,0.68,0.0941,0.741,177.04,4
0.628,0.932,4,-4.377,1,0.0314,0.0061,0.814,0.274,0.787,128.007,4
0.502,0.251,0,-12.881,1,0.0274,0.966,0.933,0.12,0.185,148.13,5
0.587,0.914,4,-4.76,1,0.0303,0.482,0.728,0.156,0.74,99.987,4
0.641,0.469,5,-9.345,0,0.0464,0.822,0.626,0.112,0.655,142.008,4
0.641,0.882,1,-5.615,0,0.0446,0.457,5.24e-06,0.0611,0.884,113.05,4
0.593,0.706,3,-8.266,1,0.0348,0.729,0.639,0.067,0.443,116.857,4
0.501,0.854,2,-8.173,1,0.0294,0.429,0.412,0.127,0.562,95.999,4
0.638,0.335,4,-11.546,1,0.0449,0.814,0.645,0.182,0.367,76.938,4
0.662,0.604,2,-8.775,1,0.0284,0.393,0.874,0.218,0.485,114.986,4
0.623,0.916,4,-3.798,0,0.0332,0.604,0.775,0.135,0.912,91.528,4
0.605,0.826,10,-4.699,1,0.0954,0.0266,0.0,0.855,0.56,124.048,4
0.438,0.932,0,-4.781,0,0.0511,0.0319,7.21e-06,0.116,0.303,95.026,4
0.34,0.817,10,-5.226,1,0.0494,0.169,0.0,0.1,0.4,96.92,4
0.593,0.909,1,-3.282,1,0.0468,0.209,0.0,0.326,0.621,137.747,4
0.526,0.758,8,-3.732,1,0.0256,0.171,0.0,0.304,0.482,97.957,4
0.342,0.158,2,-14.895,1,0.0359,0.829,0.751,0.0753,0.102,128.15,5
0.491,0.936,4,-3.525,1,0.0524,0.0273,0.0305,0.186,0.456,134.997,4
0.542,0.777,2,-3.192,1,0.0319,0.147,0.0,0.0852,0.556,151.965,4
0.64,0.874,2,-2.98,1,0.0325,0.17,0.0,0.0998,0.672,104.052,4
0.536,0.966,6,-2.929,0,0.0558,0.121,0.0,0.0477,0.849,152.076,4
0.542,0.583,0,-4.139,1,0.0253,0.516,0.0,0.354,0.356,77.013,4
0.463,0.514,5,-5.031,0,0.0301,0.141,0.0,0.37,0.41,149.951,4
0.479,0.902,11,-2.665,0,0.0439,0.0593,0.0,0.394,0.748,159.975,4
0.709,0.954,2,-2.54,0,0.0381,0.193,0.0,0.069,0.884,139.947,4
0.326,0.906,11,-3.979,1,0.137,0.000482,0.0,0.0912,0.584,189.888,4
0.436,0.497,11,-5.807,1,0.0378,0.544,0.0,0.114,0.265,123.918,4
0.49,0.461,6,-6.164,1,0.032,0.254,0.0,0.284,0.487,168.125,4
0.374,0.432,11,-8.395,1,0.0334,0.691,0.00649,0.109,0.295,124.012,4
0.371,0.967,8,-1.199,0,0.15,0.00497,0.0,0.223,0.345,142.909,3
0.431,0.966,0,-2.729,1,0.0832,0.00128,0.0,0.128,0.571,144.983,4
0.537,0.952,0,-2.068,1,0.0431,2.64e-05,0.0,0.109,0.771,103.979,4
0.463,0.971,2,-3.052,1,0.0867,6.72e-05,0.0,0.334,0.782,177.017,4
0.469,0.964,2,-5.343,0,0.0761,0.000207,0.00402,0.0675,0.396,89.987,4
0.567,0.928,9,-5.015,0,0.0561,0.00099,0.0,0.325,0.315,109.978,4
0.449,0.949,0,-3.971,1,0.0786,0.00092,0.0,0.184,0.6,145.047,4
0.753,0.59,0,-4.144,1,0.0317,0.259,0.0,0.0836,0.593,123.028,4
0.658,0.836,5,-3.282,0,0.0549,0.00264,1.02e-06,0.507,0.387,124.969,4
0.786,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.034,4
0.839,0.902,1,-3.612,0,0.0536,0.0868,0.00257,0.272,0.639,114.953,4
0.709,0.917,9,-3.315,1,0.189,0.0409,0.0,0.0839,0.515,125.042,4
0.726,0.903,7,-2.277,0,0.0357,0.055,0.000225,0.158,0.958,129.986,4
0.778,0.789,7,-4.297,0,0.0503,0.0334,2.05e-06,0.225,0.799,145.99,4
0.58,0.935,9,-3.348,1,0.189,0.0318,0.0,0.0977,0.603,172.023,4
0.681,0.94,3,-3.367,0,0.3,0.0998,0.0,0.334,0.889,164.035,4
0.687,0.837,6,-2.153,1,0.0566,0.341,0.0,0.226,0.762,142.029,4
0.74,0.928,7,-4.139,1,0.0633,0.00288,0.0,0.319,0.671,129.955,4
0.709,0.867,1,-3.258,1,0.0672,0.0406,0.0,0.275,0.877,120.022,4
0.727,0.871,10,-3.099,0,0.158,0.323,6.21e-06,0.725,0.681,121.438,4
0.686,0.919,7,-2.039,1,0.213,0.284,0.0,0.371,0.622,104.045,4
0.85,0.747,9,-4.604,1,0.028,0.0996,0.0,0.186,0.802,124.079,4
0.554,0.918,6,-3.748,0,0.152,0.0684,1.09e-06,0.0686,0.656,178.992,4
0.519,0.474,2,-6.458,1,0.0689,0.87,0.0,0.109,0.515,170.94,4
0.65,0.51,4,-5.925,1,0.0315,0.677,0.0,0.094,0.213,118.069,4
0.518,0.878,5,-4.452,1,0.0352,0.115,0.0,0.399,0.571,144.026,4
0.481,0.538,3,-5.266,1,0.0262,0.131,0.000132,0.13,0.358,78.841,4
0.676,0.809,2,-3.786,1,0.029,0.346,3.65e-06,0.311,0.884,128.046,4
0.795,0.57,0,-5.313,1,0.0669,0.324,0.0,0.0794,0.767,99.008,4
0.543,0.662,8,-4.204,0,0.118,0.053,0.0,0.114,0.948,208.073,4
0.572,0.8,5,-4.009,1,0.054,0.0194,0.0,0.114,0.635,151.49,4
0.754,0.927,0,-3.332,1,0.0889,0.0741,0.0,0.07,0.824,129.026,4
0.636,0.27,3,-9.301,1,0.0341,0.88,0.0,0.112,0.518,143.885,4
0.478,0.314,0,-6.061,1,0.0284,0.892,0.0,0.0736,0.299,165.769,4
0.707,0.758,4,-4.511,0,0.0917,0.0399,0.0,0.141,0.674,97.037,4
0.906,0.525,2,-4.47,1,0.181,0.0508,0.0,0.148,0.141,138.022,4
0.21,0.214,9,-13.147,1,0.0407,0.981,0.864,0.101,0.0893,108.463,4
0.822,0.712,11,-4.877,1,0.15,0.00682,0.0,0.0955,0.647,102.874,4
0.537,0.447,6,-8.419,0,0.0353,0.388,0.00126,0.407,0.495,123.854,4
0.529,0.224,1,-9.826,1,0.0326,0.867,0.0,0.0899,0.228,157.934,4
0.716,0.869,11,-3.4,1,0.0277,0.0551,0.000637,0.0687,0.859,106.012,4
0.539,0.193,1,-10.522,1,0.0317,0.873,0.0,0.0931,0.194,134.103,4
0.37,0.274,10,-9.512,1,0.0281,0.589,5.78e-06,0.168,0.435,75.938,4
0.529,0.743,0,-4.153,1,0.0361,0.0422,1.08e-05,0.115,0.17,136.959,4
0.621,0.533,1,-5.974,1,0.0342,0.78,0.0,0.333,0.791,96.981,4
0.62,0.836,4,-4.27,0,0.0354,0.0427,0.0,0.337,0.546,140.073,4
0.724,0.904,4,-4.468,0,0.0401,0.0369,0.00643,0.6,0.385,107.007,4
0.412,0.137,2,-17.904,1,0.0407,0.993,0.00114,0.176,0.463,113.599,4
0.497,0.523,3,-10.099,1,0.0564,0.364,0.969,0.123,0.464,183.981,4
0.524,0.956,0,-2.042,1,0.0436,2.32e-05,0.0,0.127,0.737,103.986,4
